business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,url,lat,lng
OPERATIONAL,"Levent, Ülgen Sk. No:23, 34330 Beşiktaş/İstanbul, Turkey","{'location': {'lat': 41.0854407, 'lng': 29.0197435}, 'viewport': {'northeast': {'lat': 41.08679052989272, 'lng': 29.02115772989272}, 'southwest': {'lat': 41.08409087010728, 'lng': 29.01845807010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Şişli Diyetisyen Maide Kırveli,{'open_now': False},"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118119373074922732126"">A Google User</a>'], 'photo_reference': 'Aap_uECDWR4C7aKITHKVf-3Na8kMlTdJXUiXhvyfGkA1fb2v2ncf6mP3WkJKs_xJmz12xEbE0mI75qsWTgVg8IDVDRvipoVLHiFAL6rXLfQT4rKBWwK-1aybzRbqaM2f-MsJ9mgsfCS035J_6NlAJIV5Wx4e1eGS3rgfx_8aChjHZfm0GbI3', 'width': 5472}]",ChIJmdSMtmK3yhQRAW-a6ryJojQ,"{'compound_code': '32P9+5V Beşiktaş, İstanbul', 'global_code': '8GHF32P9+5V'}",5.0,ChIJmdSMtmK3yhQRAW-a6ryJojQ,"['health', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJmdSMtmK3yhQRAW-a6ryJojQ,41.0854407,29.0197435
OPERATIONAL,"Nisbetiye, Etiler, Aytar Cd. No:36 D:4, 34340 Beşiktaş/İstanbul, Turkey","{'location': {'lat': 41.076071, 'lng': 29.020748}, 'viewport': {'northeast': {'lat': 41.07745917989273, 'lng': 29.02205547989273}, 'southwest': {'lat': 41.07475952010728, 'lng': 29.01935582010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Uzman Diyetisyen Müzda IRMAK Etiler / İstanbul,,"[{'height': 3376, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100697345448137617431"">MÜZDA IRMAK</a>'], 'photo_reference': 'Aap_uEDbF5A_vf8m-HI0ODDQyP_far5vZQGJGr6EuZ1O6763yKqyUY4lg2P4MQsCK5NEvPBzJ9ujQxJxnxF15LprDJt5z7xHBuv-JDMkgsY5W8RXNvgXyAxKhh4BpmKQR4YqqQu3uOSAiVrCyj4KDRwvWWKEjHrrLI3Uh93BbaLBgX3XFc5s', 'width': 3376}]",ChIJHz5dIgTPyhQRJD8_LY5uTQA,"{'compound_code': '32GC+C7 Beşiktaş, İstanbul', 'global_code': '8GHF32GC+C7'}",5.0,ChIJHz5dIgTPyhQRJD8_LY5uTQA,"['health', 'point_of_interest', 'establishment']",67,,https://www.google.com/maps/place/?q=place_id:ChIJHz5dIgTPyhQRJD8_LY5uTQA,41.076071,29.020748
OPERATIONAL,"Nispetiye Caddesi, Nispetiye Mahallesi, Levent İş Merkezi, Kat:4 No:6/61, 34340 Beşiktaş/İstanbul, Turkey","{'location': {'lat': 41.0735377, 'lng': 29.0163236}, 'viewport': {'northeast': {'lat': 41.07484567989272, 'lng': 29.01784412989273}, 'southwest': {'lat': 41.07214602010727, 'lng': 29.01514447010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Özge Bezirci,{'open_now': False},"[{'height': 1539, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109736738639186393443"">Diyetisyen Özge Bezirci</a>'], 'photo_reference': 'Aap_uEDFKKcg9MSmw04ioRyvrqhtE2AFCngxNDqLk8tK64iQnRFJ6iHngODZGfIEtbfmlEqwKdz6UCPf5IJO-KxHPufz9xnwtG8BMKVh6CGH64lwzjMcnHDZ1iovKgXaPYTowkIydxcXS088YTiS3uRCEadeuV2jZGeo-khrYb7c7OX_EPnj', 'width': 1242}]",ChIJY3PnX0K2yhQR1L3QVRfPi5k,"{'compound_code': '32F8+CG Beşiktaş, İstanbul', 'global_code': '8GHF32F8+CG'}",4.8,ChIJY3PnX0K2yhQR1L3QVRfPi5k,"['health', 'point_of_interest', 'establishment']",20,,https://www.google.com/maps/place/?q=place_id:ChIJY3PnX0K2yhQR1L3QVRfPi5k,41.0735377,29.0163236
OPERATIONAL,"Atatürk Mah.Ertuğrul Gazi Sok. Metropol İstanbul Sitesi A3 Blok No:2E Daire:83, 34758 Ataşehir/İstanbul, Turkey","{'location': {'lat': 40.9945325, 'lng': 29.1216991}, 'viewport': {'northeast': {'lat': 40.99595342989272, 'lng': 29.12287102989272}, 'southwest': {'lat': 40.99325377010727, 'lng': 29.12017137010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Dilay Akyol - Tatlı Ekşi Diyet Beslenme ve Danışmanlık,{'open_now': False},"[{'height': 3009, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104452677348064069635"">A Google User</a>'], 'photo_reference': 'Aap_uEB5n0XaumBSqlhJS6TJwsv4qtCXbns1omX72H5B5XRsBmB2eRCJdo3KWtTqYmPp6TxZ1CbBOKgXTUWmzwaqgmLXUyO7fXOmjMiZe5_gep8Jlp4f_8QgCwOeLt-SAdwBwaK4fW9dxTlFefdVd01CznwJiZwIGhlWIjX4iGvsv4xRnBIf', 'width': 3009}]",ChIJMURCf3XJyhQRxFd3aGNg6eM,"{'compound_code': 'X4VC+RM Ataşehir, İstanbul', 'global_code': '8GGFX4VC+RM'}",5.0,ChIJMURCf3XJyhQRxFd3aGNg6eM,"['health', 'point_of_interest', 'establishment']",27,,https://www.google.com/maps/place/?q=place_id:ChIJMURCf3XJyhQRxFd3aGNg6eM,40.9945325,29.1216991
OPERATIONAL,"Atatürk Mahallesi Sütçü İmam Caddesi, Ergün Sk. No:7 D:a:4, 34764 Ümraniye, Turkey","{'location': {'lat': 41.0240471, 'lng': 29.0939358}, 'viewport': {'northeast': {'lat': 41.02539682989273, 'lng': 29.09528727989272}, 'southwest': {'lat': 41.02269717010728, 'lng': 29.09258762010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Elif AYDIN,{'open_now': False},"[{'height': 750, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112880201969991647070"">A Google User</a>'], 'photo_reference': 'Aap_uEB4pK9cEgVzUsORvqRnsMeQKlmIhdKEp_b6BPBFBb2w2E3Ni8KX8390yZMulPYgk_uZSNjZfv4C6r1F0Oun5mHbIDEHHizZlJDPgZXc21gZIkAecd2F4uLL6XDxz9qOQbZwYWaS-uzHk6AtI8JDscFdeuQSNGWasisOhXTEKBz6HpfI', 'width': 1126}]",ChIJJ9_-wu_JyhQRBwxbiBESXM0,"{'compound_code': '23FV+JH Ümraniye, İstanbul', 'global_code': '8GHF23FV+JH'}",5.0,ChIJJ9_-wu_JyhQRBwxbiBESXM0,"['health', 'point_of_interest', 'establishment']",9,,https://www.google.com/maps/place/?q=place_id:ChIJJ9_-wu_JyhQRBwxbiBESXM0,41.0240471,29.0939358
OPERATIONAL,"Levent, Ülgen Sk. No:23, 34330 Beşiktaş/İstanbul, Turkey","{'location': {'lat': 41.0854407, 'lng': 29.0197435}, 'viewport': {'northeast': {'lat': 41.08679052989272, 'lng': 29.02115772989272}, 'southwest': {'lat': 41.08409087010728, 'lng': 29.01845807010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nutrist Kids - Anne Çocuk Diyetisyeni İrem Hatipoğlu,{'open_now': False},"[{'height': 4173, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102158683979374990851"">A Google User</a>'], 'photo_reference': 'Aap_uEAGoNr_MP3n6aLQPYdNejwmAAPCQTms0bCiFG0Tg2OnMHCBu0ytfRN7y1cr_tr4IQsKEpMB8IB_csm8DIo0tGmKfJKk-I_u8P2ccfGPOFMkCJOGZdeMMAl_BUvPdVK7mLjLiJ0M_2_X19wPtIlCOppKpdZ3aKdr_1yZFPvV1arSFKGM', 'width': 6259}]",ChIJ5ayWMaG3yhQRjrFCRwJ2tXE,"{'compound_code': '32P9+5V Beşiktaş, İstanbul', 'global_code': '8GHF32P9+5V'}",5.0,ChIJ5ayWMaG3yhQRjrFCRwJ2tXE,"['health', 'point_of_interest', 'establishment']",11,,https://www.google.com/maps/place/?q=place_id:ChIJ5ayWMaG3yhQRjrFCRwJ2tXE,41.0854407,29.0197435
OPERATIONAL,"Bebek Mah. Cevdet Paşa Cd, Vezirköşkü Çıkmazı Sk No 16/A, 34342 Beşiktaş, Turkey","{'location': {'lat': 41.070924, 'lng': 29.0433695}, 'viewport': {'northeast': {'lat': 41.07225502989272, 'lng': 29.04473742989272}, 'southwest': {'lat': 41.06955537010728, 'lng': 29.04203777010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Uzm.Dyt.Elif Sözen Ilgaz Beslenme Danışmanlığı/21DAYDIETS,{'open_now': False},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111094515333898362052"">A Google User</a>'], 'photo_reference': 'Aap_uEA9V7HxCoBr-z7bQqopYnQZyGGToV1qGJJsDLXVwgX1kULQr9CHIxxRZQtI84VOZuvFjbW0Owd82abvoX0aEELnjFMJTOORxSLrqTLxsamcdPZxe6kQRovOrqH9jB1yUnC7ZUH9o8p9s8bhbKpLCInvTHImuPHSOlg2yxRaECG6D5IZ', 'width': 6000}]",ChIJ63jiq663yhQRxn7Rb-8WlyI,"{'compound_code': '32CV+98 Beşiktaş, İstanbul', 'global_code': '8GHF32CV+98'}",0.0,ChIJ63jiq663yhQRxn7Rb-8WlyI,"['health', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ63jiq663yhQRxn7Rb-8WlyI,41.070924,29.0433695
OPERATIONAL,"Esentepe Mahallesi, Yüzbaşı Kaya Aldogan Sk. No:4, 34394 Şişli/İstanbul, Turkey","{'location': {'lat': 41.0716803, 'lng': 29.0136688}, 'viewport': {'northeast': {'lat': 41.07293747989272, 'lng': 29.01498822989272}, 'southwest': {'lat': 41.07023782010727, 'lng': 29.01228857010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Uzm. Dyt. Merve Doyranlı | Zayıflama | Diyet |Beslenme,{'open_now': False},"[{'height': 2359, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103983871825527585671"">A Google User</a>'], 'photo_reference': 'Aap_uEA7P9ghViA0xdLhjFK-5GeTp8Wk_S1WY1MyP0ykkAq9P8DlxINQzIZ6KCPbvBo2zlHw98x1JHNRpWx2wDcqBZLBgxAnAipNexmt6E48mtv6aJnV1ku2anE40n6ctld2Pv33mzgLEaFpI2dItas894hfRD9zdmYsJeugQcdli2TZqOs', 'width': 4192}]",ChIJoSSB2EO2yhQRIAhoGjJl12Q,"{'compound_code': '32C7+MF Şişli, İstanbul', 'global_code': '8GHF32C7+MF'}",5.0,ChIJoSSB2EO2yhQRIAhoGjJl12Q,"['health', 'point_of_interest', 'establishment']",114,,https://www.google.com/maps/place/?q=place_id:ChIJoSSB2EO2yhQRIAhoGjJl12Q,41.0716803,29.0136688
OPERATIONAL,"Maslak Mah. Taşyoncası Sok Ağaoğlu Maslak 1453 Sitesi, T1B Blok Daire:128, 34398 Sarıyer/İstanbul, Turkey","{'location': {'lat': 41.1177821, 'lng': 29.0075792}, 'viewport': {'northeast': {'lat': 41.11911212989272, 'lng': 29.00889757989272}, 'southwest': {'lat': 41.11641247010728, 'lng': 29.00619792010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Niran Çomak,,,ChIJX4uzndG1yhQRLNTpHgOuEd4,"{'compound_code': '4295+42 Sarıyer, İstanbul', 'global_code': '8GHF4295+42'}",0.0,ChIJX4uzndG1yhQRLNTpHgOuEd4,"['health', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJX4uzndG1yhQRLNTpHgOuEd4,41.1177821,29.0075792
OPERATIONAL,"Levent, Konaklar Mah, Akçam Caddesi, No:3, D:19 4, 34330 Beşiktaş/İstanbul, Turkey","{'location': {'lat': 41.0867127, 'lng': 29.00752689999999}, 'viewport': {'northeast': {'lat': 41.08811337989273, 'lng': 29.00883492989272}, 'southwest': {'lat': 41.08541372010728, 'lng': 29.00613527010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Uzman Diyetisyen Nursel Eroğlu,{'open_now': False},"[{'height': 1340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118411808650870418278"">A Google User</a>'], 'photo_reference': 'Aap_uEAA6urWE2XF9Wh6IxracWxCrFqjCrndOEcYJokhMpHalwACS5ojLiRbtB3ZKN-lWj5cbAlikcLDeQDWCAHQMDQpDyQ-oJVNqmqk1cDmJMK_-Gb3oRDyQ7L00Fq01z8a0WICAOC3NBO1JH8o-jxuAPdpMOxr66IEG_A0DU64srkk2OYK', 'width': 1737}]",ChIJ479CaGe2yhQRiEkwpj2VEF0,"{'compound_code': '32P5+M2 Beşiktaş, İstanbul', 'global_code': '8GHF32P5+M2'}",5.0,ChIJ479CaGe2yhQRiEkwpj2VEF0,"['health', 'point_of_interest', 'establishment']",13,,https://www.google.com/maps/place/?q=place_id:ChIJ479CaGe2yhQRiEkwpj2VEF0,41.0867127,29.00752689999999
OPERATIONAL,"Mahmutşevketpaşa, 34820 Beykoz/İstanbul, Turkey","{'location': {'lat': 41.1429443, 'lng': 29.1782018}, 'viewport': {'northeast': {'lat': 41.14470552989272, 'lng': 29.17913142989272}, 'southwest': {'lat': 41.14200587010728, 'lng': 29.17643177010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Dyt. Seda Cirit Öztürk, Diyetisyen",,"[{'height': 434, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116478202586010238768"">A Google User</a>'], 'photo_reference': 'Aap_uEB1ag5D85ywR-afTHr2uvo3y-73nZv0LU-Ig4nw0v6rmAY91hSKEB3RjDjAVK1Z_8WhiS1w-XO440_OhK6wY3ycsTGk0Eg6IWCP4yeudIYhxITVMFEduy2ylay9fzqWNIt351PxNIB0djMPRqaQBSRzVBWpQlCnUYuJf_ECvgmSK8eJ', 'width': 434}]",ChIJ5a-Y-y7Zn0ARa1OAT6jUlsM,"{'compound_code': '45VH+57 Beykoz, İstanbul', 'global_code': '8GHF45VH+57'}",0.0,ChIJ5a-Y-y7Zn0ARa1OAT6jUlsM,"['health', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ5a-Y-y7Zn0ARa1OAT6jUlsM,41.1429443,29.1782018
OPERATIONAL,"Barbaros Mah. Mor Sümbül Sok. No:5A Teknik Yapı Deluxia Palace Kat:15 daire:411, 34750 Ataşehir/İstanbul, Turkey","{'location': {'lat': 40.996088, 'lng': 29.09943}, 'viewport': {'northeast': {'lat': 40.99742217989272, 'lng': 29.10074552989272}, 'southwest': {'lat': 40.99472252010728, 'lng': 29.09804587010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Eda Çelik,{'open_now': False},"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105701387695202253664"">A Google User</a>'], 'photo_reference': 'Aap_uECICtxAbjC7f1EEur5pA65QAHUyE0DfRgBccF3n-6x2BTUyqlRVNL-DwRKORye8PTA3S9VPEbuV5LeQKGEsE37t_GtROPVpZY1yVD9pePlZ53qXAsIxUD8bBnwqHYtDaj3w896WV6Fc-NA9kp9N9UW-WDOzFNIMucIniAdP3oRhZbXj', 'width': 1280}]",ChIJcWfDHKHHyhQRhgazinhMuPM,"{'compound_code': 'X3WX+CQ Ataşehir, İstanbul', 'global_code': '8GGFX3WX+CQ'}",5.0,ChIJcWfDHKHHyhQRhgazinhMuPM,"['health', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJcWfDHKHHyhQRhgazinhMuPM,40.996088,29.09943
OPERATIONAL,"Etiler, Nispetiye Cd No:49, 34335 Beşiktaş/İstanbul, Turkey","{'location': {'lat': 41.0779734, 'lng': 29.0280925}, 'viewport': {'northeast': {'lat': 41.07914377989272, 'lng': 29.02947172989272}, 'southwest': {'lat': 41.07644412010728, 'lng': 29.02677207010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Zeynep Çapay Beslenme Danışmanlığı,{'open_now': False},"[{'height': 827, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117306259492094432540"">A Google User</a>'], 'photo_reference': 'Aap_uEBdleH20Rjw2I5_ydCQRFjTWwLg10p9u5eNgqg5KoNOMOb8UNhFMqhseXf2Dw0_tY5HzCsa5z9kinGda15cDENxPVXRE1AOB0JQyvSM_XVNg8hTB492RhvOtlOWmFSz_nXOnDO6lV8CKIyqitmrIspn0ZpcN7c4NFidQLCfD6vcisgn', 'width': 827}]",ChIJH28Qw-e3yhQRccs_RqUzK2I,"{'compound_code': '32HH+56 Beşiktaş, İstanbul', 'global_code': '8GHF32HH+56'}",5.0,ChIJH28Qw-e3yhQRccs_RqUzK2I,"['health', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJH28Qw-e3yhQRccs_RqUzK2I,41.0779734,29.0280925
OPERATIONAL,"Atatürk, Özürk İş Merkezi, Alemdağ Cd NO:35A D:6, 34764 Ümraniye/İstanbul, Turkey","{'location': {'lat': 41.0251302, 'lng': 29.0895249}, 'viewport': {'northeast': {'lat': 41.02647142989273, 'lng': 29.09087837989273}, 'southwest': {'lat': 41.02377177010728, 'lng': 29.08817872010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ümraniye Uzman Diyetisyen Duygu Yağmur DULDA,{'open_now': False},"[{'height': 1406, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101760070850814475170"">A Google User</a>'], 'photo_reference': 'Aap_uEDewsO5u-hpd805tTEr8sYZo1Ov-OkbPFp0L4vZZSIfsAJ56Ya5HSXsIN02uHX7TBvFSgbqFMo62VJYy5-7eweQeJv8mOzHOBHgJdQaQTu57I4QNEluF_LdgvJqqiuRDXcFnNNdDyAIxHXvtdAZMtLEk_EEjijUiUoJaOEr0NJjOt44', 'width': 1125}]",ChIJ4zLTnXjJyhQRr5WiRvfSTpo,"{'compound_code': '23GQ+3R Ümraniye, İstanbul', 'global_code': '8GHF23GQ+3R'}",5.0,ChIJ4zLTnXjJyhQRr5WiRvfSTpo,"['health', 'point_of_interest', 'establishment']",19,,https://www.google.com/maps/place/?q=place_id:ChIJ4zLTnXjJyhQRr5WiRvfSTpo,41.0251302,29.0895249
OPERATIONAL,"Acıbadem, Acıbadem, Kent Etabı, Akasya Avm B1 Blok D:145, 34660 Üsküdar/İstanbul, Turkey","{'location': {'lat': 41.0017778, 'lng': 29.0545622}, 'viewport': {'northeast': {'lat': 41.00307662989272, 'lng': 29.05555387989272}, 'southwest': {'lat': 41.00037697010728, 'lng': 29.05285422010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen İpek Ağaca Özger / Renkli Diyet,{'open_now': False},"[{'height': 1702, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118300313274221860200"">Renkli Diyet</a>'], 'photo_reference': 'Aap_uECWWJWpFLIiU5QfLN6ZHTu49gkGXJDJ1MuAxdhbdO8HtEBhsVTraFsDDebC55Db3LGfP8erfm0g-z-YJb6k2Urj4K_0NPlKJ3JtNA6VJ61OC9eroRexgLt6cgZZy5WLpJ0HuY3cOVxeLvKxcaXYqO2ujSToJiEYLimS0hvt0QureNu0', 'width': 3024}]",ChIJu2wXLgy3yhQRd-TZcWW_aCg,"{'compound_code': '2323+PR Üsküdar, İstanbul', 'global_code': '8GHF2323+PR'}",5.0,ChIJu2wXLgy3yhQRd-TZcWW_aCg,"['health', 'point_of_interest', 'establishment']",78,,https://www.google.com/maps/place/?q=place_id:ChIJu2wXLgy3yhQRd-TZcWW_aCg,41.0017778,29.0545622
OPERATIONAL,"Acıbadem Mh. Çeçen Sk. K:22 D:110 Akasya Kent Kule D:A1 Blok, 34660 Üsküdar/İstanbul, Turkey","{'location': {'lat': 41.0008151, 'lng': 29.0556967}, 'viewport': {'northeast': {'lat': 41.00220567989272, 'lng': 29.05708562989272}, 'southwest': {'lat': 40.99950602010728, 'lng': 29.05438597010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Kübra Yazıcı,{'open_now': False},"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108525769527414651062"">Mart Teknoloji</a>'], 'photo_reference': 'Aap_uECy3-R0hqjuCiOFhtq4Y5cgqe8XLKohyemeeAVpfwwZsLrfV8-lpB0CtR3eS6IpAAWIylkbaFmvSQnikJK-3l-GtlZ58WWbUEiF1I13Vo-bMPE3PcXjiyyZH97pc4WFlrfLq41RU0E1nAYuXlYFK2wEsLWkF7b63IO-aOxkbTJVTJZN', 'width': 768}]",ChIJpeNrB6THyhQRCpGYSxENTO0,"{'compound_code': '2324+87 Üsküdar, İstanbul', 'global_code': '8GHF2324+87'}",5.0,ChIJpeNrB6THyhQRCpGYSxENTO0,"['health', 'point_of_interest', 'establishment']",33,,https://www.google.com/maps/place/?q=place_id:ChIJpeNrB6THyhQRCpGYSxENTO0,41.0008151,29.0556967
OPERATIONAL,"Hasanpaşa, Ahmet Rasim Sk. No:30 D:1, 34722 Kadıköy/İstanbul, Turkey","{'location': {'lat': 40.9940064, 'lng': 29.0405177}, 'viewport': {'northeast': {'lat': 40.99536972989272, 'lng': 29.04186267989272}, 'southwest': {'lat': 40.99267007010727, 'lng': 29.03916302010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Uzman Diyetisyen Cansu Büyükbaş,{'open_now': False},"[{'height': 3168, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109813004618981500765"">A Google User</a>'], 'photo_reference': 'Aap_uECNWb7XgX6C10kyI-6GQS-LDMci_DNZssVJZn-sxSjkLewi543PGQ5x5UEfVyRJKHl6FNtHtV_pmUG8Nze-dJdvJl2JeQPjmyya9UfBVM1vN8S4Bg6TYO4qwWXqRBjN229hrPWzrJP1Z5HR2EgwY_dSOQXLLqIxWSHgPc5adGhAHh3u', 'width': 4752}]",ChIJDdMtpnO4yhQR8Df-xqb3TTM,"{'compound_code': 'X2VR+J6 Kadıköy, İstanbul', 'global_code': '8GGFX2VR+J6'}",4.7,ChIJDdMtpnO4yhQR8Df-xqb3TTM,"['health', 'point_of_interest', 'establishment']",6,,https://www.google.com/maps/place/?q=place_id:ChIJDdMtpnO4yhQR8Df-xqb3TTM,40.9940064,29.0405177
OPERATIONAL,"Atatürk Mahallesi Alemdağ Caddesi No:111 Kat:2 Daire:4/A, 34660 Ümraniye/İstanbul, Turkey","{'location': {'lat': 41.0260031, 'lng': 29.0959571}, 'viewport': {'northeast': {'lat': 41.02739337989272, 'lng': 29.09729582989273}, 'southwest': {'lat': 41.02469372010728, 'lng': 29.09459617010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Latif Fatih Avcı,{'open_now': False},"[{'height': 809, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101424827435814520327"">A Google User</a>'], 'photo_reference': 'Aap_uECXUbYHqojYveAM6fI9NfzNSSSljilO32wkpCKn0Fca8TrW3v0C0Xd6JX7c_9Vt0KRDRbGJWISoMUy8wDWjDFOzFf9D_enyUiPlzXAg87_Fo9FbJh6hIj9ESrQPjt-zbxBAP6Y73fVl7V4AmZlxlo22FQAgZfkHm_ue_St9aXucq81k', 'width': 1440}]",ChIJzbCg15fJyhQRyfU4Kg83c_c,"{'compound_code': '23GW+C9 Ümraniye, İstanbul', 'global_code': '8GHF23GW+C9'}",5.0,ChIJzbCg15fJyhQRyfU4Kg83c_c,"['health', 'point_of_interest', 'establishment']",26,,https://www.google.com/maps/place/?q=place_id:ChIJzbCg15fJyhQRyfU4Kg83c_c,41.0260031,29.0959571
OPERATIONAL,"Levent, Büyükdere Caddesi Kırgülü Sokak Metrocity İş Merkezi Kat:4, 34394 İstanbul, Turkey","{'location': {'lat': 41.07602989999999, 'lng': 29.0097768}, 'viewport': {'northeast': {'lat': 41.07741812989272, 'lng': 29.01111357989272}, 'southwest': {'lat': 41.07471847010727, 'lng': 29.00841392010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diyetisyen Hande Nur Çırak Beslenme ve Diyet Kliniği,{'open_now': False},"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114266649784009954965"">A Google User</a>'], 'photo_reference': 'Aap_uEBstSj5zgq8EOMPwkKluYUnPlijFeW1GKi_S9gveSL5D7GQ9yW7DjEKUF61Gjbegz0MBkXDXIRwDsdb1ESI4qn5T5jQQQ3h9EHxaaaxbpJet_g0xdEHbobAgVy6C3y5XVbr-HGZTiYac9jaJZpsPw9aZWX_T3vY-A1pyfA33yyiLfOz', 'width': 1200}]",ChIJ_1iZ31y2yhQRQVzbwF16zug,"{'compound_code': '32G5+CW Şişli, İstanbul', 'global_code': '8GHF32G5+CW'}",0.0,ChIJ_1iZ31y2yhQRQVzbwF16zug,"['health', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ_1iZ31y2yhQRQVzbwF16zug,41.07602989999999,29.0097768
